name_rus|name_eng|description|text|keys
Leptinotarsa tlascalana|leptinotarsa_tlascalana|Leptinotarsa tlascalana Stål, 1858|Leptinotarsa tlascalana Stål, 1858Leptinotarsa tlascalana  (лат.) — вид жуков-листоедов рода Leptinotarsa из семейства Chrysomelidae. Северная Америка: Мексика и США (Техас)[1].Мелкого размера жуки-листоеды (длина от 6,5 до 7,5 мм, ширина от 4,5 до 5,5 мм), сходные с колорадским жуком. Голова и пронотум от тёмно-коричневого до чёрного. Каждое из тёмно-коричневых надкрылий с 2 желтоватыми непрерывающимися полосками, соединяющимися у вершины. Тело овальное, выпуклое. Пронотум шире головы. Максиллярные щупики состоят из 4 сегментов (вершинный членик нижнечелюстных щупиков короче предшествующего). Усики 11-члениковые[1].|tags;Животные по алфавиту;Хризомелины;Насекомые Северной Америки;Животные, описанные в 1858 году;Эндемики Северной Америки
Дзаппонета|dzapponeta|Дзаппонета (итал. Zapponeta) — коммуна в Италии, располагается в регионе Апулия, в провинции Фоджа.|Дзаппонета (итал. Zapponeta) — коммуна в Италии, располагается в регионе Апулия, в провинции Фоджа.Население составляет 3063 человека (2008 г.), плотность населения составляет 77 чел./км². Занимает площадь 40 км². Почтовый индекс — 71030. Телефонный код — 0884.Покровителем населённого пункта считается Богоматерь Милосердная.Динамика населения:|tags;Населённые пункты по алфавиту;Коммуны провинции Фоджа
Боччони, Умберто|boczczoni_umberto|Умбе́рто Боччо́ни (итал. Umberto Boccioni; 19 октября 1882, Реджо-ди-Калабрия — 17 августа 1916, Верона) — итальянский художник, скульптор и теоретик футуризма.|"Умбе́рто Боччо́ни (итал. Umberto Boccioni; 19 октября 1882, Реджо-ди-Калабрия — 17 августа 1916, Верона) — итальянский художник, скульптор и теоретик футуризма.Отец — Раффаэле Боччони, мать — Чечилия Форлани.В 1897 году Боччони посещал технический лицей, после получения диплома сотрудничал с местными газетами.В 1901 году переехал в Рим, обучался живописи в Scuola Libera del Nudo (вольная школа обнажённой натуры) при Академии изящных искусств в Риме. Одновременно вместе с Джино Северини изучал технику пуантилизма у Джакомо Балла (1898—1902). В 1901-1902 годах Балла знакомит Северини и Боччони со своей, развитой из дивизионизма техникой живописи и составляет с ними два манифеста футуризма (в 1910 году). Посетил Париж (1902), Берлин и Петербург (1903—1904). В 1906 году изучал импрессионизм и постимпрессионизм в Париже. В конце 1906 — начале 1907 года посещал курсы рисования в Академии изящных искусств (Венеция).В 1907 году поселился в Милане, где познакомился с представителями футуризма. Особое влияние на Боччони оказал Филиппо Маринетти — основоположник и теоретик футуризма в европейской литературе, автора «Манифеста футуризма» (1909). Боччони адаптировал идеи Филиппо Маринетти к визуальному искусству, выпустив в 1910 году «Технический манифест футуристической живописи».Боччони стал одним из главных теоретиков движения. Он также решил заняться скульптурой в 1912 году после посещения парижских студий Жоржа Брака, Александра Архипенко, Константина Брынкуши,  Раймона Дюшан-Вийона и, вероятно, Медардо Россо. В том же году он вместе с другими футуристами выставил свои работы в галерее Бернхайма-младшего, в 1913 году была организована выставка скульптур. Работы, созданные под влиянием увиденного в Париже, в свою очередь оказали влияние на творчество скульпторов-кубистов, особенно Раймона Дюшан-Вийона.После начала Первой мировой войны Боччони был призван в армию, в артиллерийский полк близ Вероны. 16 августа 1916 года он случайно упал с лошади во время тренировочных упражнений кавалерии и, получив смертельную травму, умер на следующий день.Скульптура Умберто Боччони «Уникальные формы непрерывности в пространстве» (1913) изображена на итальянской монете номиналом в 20 центов.Боччони был одним из авторов «Технического манифеста футуристической живописи» (итал. Manifesto tecnico della pittura futurista, 1910), автор «Технического манифеста футуристической скульптуры» (итал. Manifesto tecnico della scultura futurista, 1912).В статье Анатолия Луначарского ""Сверхскульптор и сверхпоэт"" дается довольно резкая характеристика скульптурных работ Боччони:Никогда не видел я фигур менее похожих на наши восприятия. А ведь Боччони мнит себя ультрареалистом. Никогда не видел я статуй более неподвижных, словно погрязших в какой-то расплывающейся, как тесто, материи. А ведь это ультрадинамическая скульптура!    Пусть не говорят, что это пока попытки. Может быть, скульптура и станет когда-нибудь динамичной в большей мере, чем у Родена или Медардо Россо, избегнув вместе с тем тех недостатков, какие, несомненно, налицо в произведениях первого и особенно второго, но в этом постепенном завоевании динамики статичнейшим из искусств приемы и результаты Боччони могут быть полезны разве как указание, чего не следует делать.[1]Главные произведения Боччони: живопись — «Город встаёт» (1910, Национальная галерея современного искусства, Рим), серия картин «Состояние души»; скульптура — «Развитие бутылки в пространстве» (бронза, 1912, Музей современного искусства, Нью-Йорк), «Уникальные формы непрерывности в пространстве» (бронза, 1913, Музей современного искусства, Нью-Йорк)."|tags;Родившиеся 19 октября;Родившиеся в 1882 году;Персоналии по алфавиту;Родившиеся в Реджо-ди-Калабрия;Умершие 17 августа;Умершие в 1916 году;Умершие в Вероне;Художники по алфавиту;Футуризм;Художники Италии XX века;Скульпторы по алфавиту;Погибшие в результате падения с лошади;Похороненные на Веронском монументальном кладбище;Скульпторы Италии
EBMG|ebmg|Evidence-Based Medicine Guidelines (EBMG) (Клинические руководства на основе доказательной медицины) — международная информационная система поддержки врачебных решений. Представляет собой постоянно обновляемые клинические руководства по диагностике и лечению заболеваний для повседневной работы практикующих врачей всех специальностей первичного звена, основанную на доказательной медицине[1]. Главный редактор данной базы данных — Илкка Куннамо[2].|Evidence-Based Medicine Guidelines (EBMG) (Клинические руководства на основе доказательной медицины) — международная информационная система поддержки врачебных решений. Представляет собой постоянно обновляемые клинические руководства по диагностике и лечению заболеваний для повседневной работы практикующих врачей всех специальностей первичного звена, основанную на доказательной медицине[1]. Главный редактор данной базы данных — Илкка Куннамо[2].Информационная система поддержки врачебных решений была основана в 1987 году Финским медицинским обществом Duodecim. Спустя два года после создания, в 1989 году, была запущена её электронная версия.Целью создания системы была необходимость обеспечения врачей общей практики в справочнике по диагностике и лечению значительного количества болезней в условиях роста новых научных данных для снижения числа врачебных ошибок. При создании системы было заложено два фундаментальных принципа. Первым является то что, клинические руководства основаны на данных доказательной медицине (подтверждённых результатах рандомизированных контролируемых испытаний) и вторым является непрерывный процесс обновления руководств, который предполагает 100 % пересмотр всех данных рекомендаций в течение каждого года[3]. В разработке и обновлении рекомендаций участвовало 550 международно-признанных экспертов уровня доктора медицинских наук по 53 врачебным специализациям. Кроме этого, в процессе непрерывного совершенствования рекомендаций участвует более 2 тысяч финских практикующих врачей. На данный момент она используется большинством врачей в финской системе здравоохранения[4].Мелани Яспер и Мансур Жумма в своей работе «Effective Healthcare Leadership» приводят EBMG в качестве успешного бизнес-проекта по «управлению стратегическими изменениями»[5].EBMG включает в себя около 1 тысячи основных статей, посвящённых как симптомам, так и диагнозам, 1500 фотографий; десятки видеозаписей различных врачебных манипуляций в первичном звене; аудиозаписи шумов сердца и лёгких; изображения кардиограмм, рентгеновских снимков и снимков УЗИ. Вся информация ежегодно обновляется не менее чем на 20 %[6][7].Впервые на английский язык база была переведена в 2000 году, а в 2005 году была опубликована в виде печатного издания. Из-за процесса обновления и переводов с одного языка на другой, различные языковые версии EBMG отличаются друг от друга[8]. В общей сложности EBMG (помимо финского) переведён на восемь языков: английский, венгерский, итальянский, немецкий, турецкий, нидерландский, французский и эстонский[9][8]. На данный момент EBMG используется в четырнадцати странах: Австрии, Бельгии, Великобритании, Германии, Дании, Индии, Италии, Канаде, России, США, Финляндии, Франции и Эстонии. EBMG единственный зарубежный продукт подобного рода, имеющий лицензию Национальной службы здравоохранения Великобритании[2].В 2017 году EBMG был переведён на русский язык, адаптирован под российскую клиническую практику и нормативно-правовую базу и получил название «Алгом»[10]. Медицинским директором проекта является финский врач, член DUODECIM Валерия Данссон, а главным научным редактором — доктор медицинских наук, профессор Сеченовского университета Чавдар Павлов[11]. Российская база данных доказательной медицины разрабатывается совместными усилиями Сеченовского университета, организацией «Кокрейн Россия», Центральной научной медицинской библиотеки и несколькими научно-исследовательскими институтами[12].|tags;Организации по алфавиту;Организации, основанные в 1987 году;Здравоохранение в Финляндии;Доказательная медицина
Кожушки (Гомельская область)|kozhushki_gomelskaja_oblast|Кожу́шки (белор. Кажу́шкі) — деревня в Судковском сельсовете Хойникского района Гомельской области Белоруссии.|Кожу́шки (белор. Кажу́шкі) — деревня в Судковском сельсовете Хойникского района Гомельской области Белоруссии.Находится на территории Полесского радиационно-экологического заповедника.В 1930-х годах возле деревни обнаружены залежи торфа и железной руды.В 28 км на юго-запад от районного центра Хойники и железнодорожной станции в этом городе, расположенной на ветке Василевичи — Хойники отходящей от линии Брест — Гомель, в 133 км от Гомеля.На севере мелиоративные каналы, связанные с рекой Припять (приток реки Днепр).Транспортная связь по автодороге с деревней Ломачи.В деревне нет жилых домов (2004 год). Планировка состоит из длинной криволинейной улицы, с ориентацией с юго-востока на северо-запад. К этой улице с севера примыкает короткая улица. Застройка двухсторонняя. Дома деревянные, усадебного типа.В связи с радиационным загрязнением после Чернобыльской катастрофы жители (214 семей) переселены в места не загрязнённые радиацией.В акте ограничения Брагинской волости от 7 (17) марта 1512 г. назван, сопредельный с ней “остров Кожушки” (вероятно, существовало и одноимённое село); в описании Чернобыльского замка 1552 г. упомянуты “Кожушковцы на Припети Бискупа Киевскаго и иншие села по всемъ повете Чорнобыльскомъ…”, там же названы “Кожушковичи”. Административная принадлежность последнего на то время – Киевское воеводство Великого Княжества Литовского, с середины 1569 г. – Королевства Польского. Собственность Киевской митрополии. После 2-го раздела Речи Посполитой в 1793 году в составе Российской империи. В 1811 году Кожушки – во владении помещика Горвата. В 1885 году в селе располагались Свято-Троицкая церковь, мельница.В 1897 году в селе находились: церковь, школа грамоты, хлебозапасный магазин, мельница. Возле деревни находился одноимённый фольварк с численностью в 57 жителей.С 8 декабря 1926 года до 1986 года центр Кожушковского сельсовета Юровичского, 8 июля 1931 года Хойникского района] Речицкого, с 9 июня 1927 года Мозырского (до 26 июля 1930 года и с 21 июня 1935 до 20 февраля 1938 года) округов, с 20 февраля 1938 года Полесской, с 8 января 1954 года Гомельской областей.В 1931 году жители деревни вступили в колхоз имени А. Г. Червякова. В деревне работали паровая мельница, 2 кузницы.Во время Великой Отечественной войны на фронтах и партизанской борьбе погибли 98 жителей деревни. В мае 1943 года оккупанты полностью сожгли деревню и убили 92 жителя.В 1959 году деревня была центром колхоза имени XXII съезда КПСС. В Кожушках находились 8-летняя школа, клуб, библиотека, фельдшерско-акушерский пункт, отделение связи, магазин.До 31 декабря 2009 года в Дворищанском сельсовете[1], который переименован в Судковский.1980-е годы — жители деревни (214 семей) переселены.1980-е годы — жители деревни (214 семей) переселены.В память о погибших в годы Великой Отечественной войны в центре деревни в 1975 году установлена стела.|tags;Населённые пункты по алфавиту;Населённые пункты без населения;Исчезнувшие населённые пункты Хойникского района;Населённые пункты Чернобыльской зоны отчуждения (Белоруссия)
Платформа 346 км|platforma_346_km|Платформа 346 км — неиспользуемый остановочный пункт перегона Леппясюрья — Райконкоски линии Маткаселькя — Суоярви Октябрьской железной дороги.Находится на территории Лоймольского сельского поселения Суоярвского района Республики Карелия. На 346 километре имел остановку пассажирский поезд № 655/656 вплоть до его отмены (октябрь 1997 год)[5]. По состоянию на 2018 год в районе остановочного пункта сохранились несколько фундаментов (плюс хозяйственный погреб), оставшиеся от располагавшейся здесь до Великой Отечественной войны финской станции Vaaherjoki.|Платформа 346 км — неиспользуемый остановочный пункт перегона Леппясюрья — Райконкоски линии Маткаселькя — Суоярви Октябрьской железной дороги.Находится на территории Лоймольского сельского поселения Суоярвского района Республики Карелия. На 346 километре имел остановку пассажирский поезд № 655/656 вплоть до его отмены (октябрь 1997 год)[5]. По состоянию на 2018 год в районе остановочного пункта сохранились несколько фундаментов (плюс хозяйственный погреб), оставшиеся от располагавшейся здесь до Великой Отечественной войны финской станции Vaaherjoki.Первоначально, с открытием временного движения на участке Маткаселькя — Лоймола 15 декабря 1920 года[1], Vaaherjoki возник в качестве пункта примыкания лесопогрузочного тупика под управлением со станции Лоймола. А спустя два года, с возникновением регулярного движения 1 марта 1922 года,  Vaaherjoki получил статус разъезда[2]. Основное назначение станции — вывоз леса, привозимого по Сюськюярвской[fi] УЖД. Передача леса в вагоны широкой колеи осуществлялась следующим образом: от станции Vaaherjoki в северо-западном направлении ответвлялся подъездной путь длиной 0,5 км. Узкоколейка и основная линия Маткаселькя — Лоймола имели пересечение в разных уровнях[6], после чего уже обе железных дороги шли параллельно и в одном уровне для возможности перегрузки леса (см. фото[2])[2][7].В 2800 метрах северо-восточнее станции Vaaherjoki располагался так называемый путевой пост Ваахерйоки (фин. 	Vaaherjoen soravaihde) 61°52′30″ с. ш. 31°26′54″ в. д.HGЯOL, административно относившийся к станции Vaaherjoki. В южном направлении шёл подъездной путь длиной 2500 метров на гравийный карьер[2][8].В переводе с финского языка Vaaherjoki означает Кленовая река (vaaher/vaahder — диалектные варианты слова vaahtera)[9]. Наименование станции произошло от названия речки, протекавшей рядом со станцией.Фундамент финского вокзала.Вид в сторону Райконкоски.Место бывшей станции.Погреб.Вид в сторону Райконкоски. Место ответвления карьерной ветки.Вид в сторону Леппясюрья. Место ответвления карьерной ветки.|tags;Остановочные пункты по алфавиту;Остановочные пункты Октябрьской железной дороги;Железнодорожные станции и платформы Карелии;Железнодорожные станции, открытые в 1920 году;Суоярвский район;Бывшие железнодорожные станции;Железнодорожные платформы по алфавиту;Закрытые и разобранные станции
Озёрный (Ставропольский край)|ozernyi_stavropolskii_krai|Озёрный[4] — посёлок[2] в Новоалександровском районе (городском округе) Ставропольского края России.|Озёрный[4] — посёлок[2] в Новоалександровском районе (городском округе) Ставропольского края России.Расстояние до краевого центра: 90 км. Расстояние до районного центра: 20 км.В соответствии с Указом Президиума Верховного Совета РСФСР от 21 сентября 1964 года посёлок Восьмое отделение совхоза «Темижбекский» переименован в посёлок Озёрный[1].До 1 мая 2017 года Озёрный входил в состав муниципального образования «Сельское поселение Темижбекский сельсовет»[5].По данным переписи 2002 года, 74 % населения — русские[7].|tags;Населённые пункты по алфавиту;Населённые пункты Новоалександровского района
Красносёлка (Староконстантиновский район)|krasnoselka_starokonstantinovskii_raion|Красносёлка (укр. Красносілка) — село в Староконстантиновском районе Хмельницкой области Украины.|Красносёлка (укр. Красносілка) — село в Староконстантиновском районе Хмельницкой области Украины.Население по переписи 2001 года составляло 876 человек. Почтовый индекс — 31134. Телефонный код — 3854. Занимает площадь 2,031 км². Код КОАТУУ — 6824287702.31134, Хмельницкая обл., Староконстантиновский р-н, с. Сахновцы, тел. 40-4-47|tags;Населённые пункты по алфавиту;Населённые пункты Староконстантиновского района
Тюфяков, Сергей Михайлович|tufjakov_sergei_mihailovicz|Тюфяков Сергей Михайлович (родился 1.4.1949, Уфа) — баянист, педагог, профессор (1996), заслуженный артист РФ (1996), заслуженный артист  БАССР (1986); лауреат конкурса молодых баянистов Поволжья, I конкурса-фестиваля баянистов им. И.Я. Паницкого, Международного конкурса «Фогтладские дни музыки» (Клингенталь, ГДР)[1].|Тюфяков Сергей Михайлович (родился 1.4.1949, Уфа) — баянист, педагог, профессор (1996), заслуженный артист РФ (1996), заслуженный артист  БАССР (1986); лауреат конкурса молодых баянистов Поволжья, I конкурса-фестиваля баянистов им. И.Я. Паницкого, Международного конкурса «Фогтладские дни музыки» (Клингенталь, ГДР)[1].Тюфяков Сергей Михайлович родился 1 апреля 1949 года в Уфе.В 1973 году окончил Уфимский государственный институт искусств по классу баяна В. Ф. Белякова и дирижирования В. К. Моисеева.В 1975—79 годах стажировался в Государственный музыкально-педагогический институт имени Гнесиных.С 1974 года работает в Уфимском государственном институте искусств преподавателем на кафедре народных инструментов, с 1991 года декан музыкального факультета, в 2006—2015 годах назначен проректором по заочному обучению этого института.В  1973—95  годах солист Башкирской государственной филармонии.В репертуаре Тюфякова Сергея Михайловича произведения зарубежных, отечественных и башкирских композиторов, а также обработки башкирских, татарских, русских народных песен.«Его исполнительное искусство  отличается глубокой эмоциональностью, темпераментом, виртуозной техникой, артистизмом, тонким чувством ансамбля», — отмечает Башкирская энциклопедия[2].  С 1987 выступает в составе трио баянистов с заслуженными артистами Республики Башкортостан В.В.Грачёвым и В.В.Фильчёвым. Гастролировал по России, Германии, Казахстану, Южной Корее. Является автором 4 научно‑методических работ.|tags;Родившиеся 1 апреля;Родившиеся в 1949 году;Родившиеся в Уфе;Преподаватели Уфимского государственного института искусств;Персоналии:Башкирская государственная филармония;Выпускники Уфимского государственного института искусств;Заслуженные артисты Башкортостана;Заслуженные артисты Российской Федерации;Выпускники Российской академии музыки имени Гнесиных
Омен: Перерождение|omen_pererozhdenie|«Омен: Перерождение» (англ. The Prodigy) — фильм ужасов режиссёра Николаса МакКарти[2][3][4]. В США фильм вышел 8 февраля 2019 года. В России премьера состоялась 21 февраля 2019 года. Никакого отношения к франшизе «Омен» фильм не имеет, так как в оригинале картина называется «Вундеркинд», а название использовано в рекламных целях.|«Омен: Перерождение» (англ. The Prodigy) — фильм ужасов режиссёра Николаса МакКарти[2][3][4]. В США фильм вышел 8 февраля 2019 года. В России премьера состоялась 21 февраля 2019 года. Никакого отношения к франшизе «Омен» фильм не имеет, так как в оригинале картина называется «Вундеркинд», а название использовано в рекламных целях.Фильм начинается со сцены, в которой грязная девушка в оборванной одежде сначала выбирается из дома, расположенного в лесу, затем бежит по лесу и выбирается на шоссе, где её подбирает женщина, проезжающая мимо на автомобиле. Девушка, которую зовут Маргарет сообщает, что некий маньяк отрубил ей кисть руки и долгое время удерживал в своем доме.Затем действия переносятся в семью, в которой женщине, которую зовут Сара предстоит рожать. Муж, которого зовут Джон везёт её в клинику. В этот же момент, в другом штате полицейские подходят к дому мужчины, из которого ранее убежала девушка с отрубленной кистью руки. Мужчина увлекается электроникой, он видит, что к его дому подходит полиция. Он полностью раздевается и выходит к ним, держа в руке ранее отрубленную у девушки кисть её руки. Полицейские полагают, что в руках мужчины находится оружие и убивают его. В этот же момент Сара рожает мальчика с разноцветными глазами, которого называют Майлс. Мальчик совершенно не боялся уколов, он очень рано начал говорить и развивался намного быстрее своих сверстников. Затем действия переносятся на пять лет вперёд. Для Майлса была нанята гувернантка, которую Майлс недолюбливал, так как она не давала смотреть ему мультипликационные фильмы столько, сколько он пожелает. Он решает отомстить ей. Для этого, во время игры в прятки он выкручивает электрическую лампочку, которая находится над лестницей, ведущей в подвал дома, приоткрывает дверь в подвал, сам же прячется в другом месте. Гувернантка, полагая, что Майлс спрятался в подвале спускается по лестнице босиком. Так как ничего не видно, она наступает на стекло, торчащее вверх и сильно ранит ногу. Когда родители спрашивают Майлса о произошедшем, Майлс говорит что увидел кровь и ему стало страшно.Затем события переносятся ещё на три года вперёд. Майлс спит дома в своей постели, к нему заходит Сара, его мать. Майлс не слышит и тихо говорит во сне на незнакомом языке. Его мать насторожилась и записала это на диктофон. Сара думает что мальчику приснился страшный сон и спрашивает у него про это когда тот просыпается. Но Майлс сообщил ей, что сон наоборот приятный. Майлс ходит в престижную школу. Он хотел выполнять задание учителя с одной из девочек, которую зовут Хэлли, но её одноклассник сообщает ему, что у них с Хэлли уже есть план. Майлс обижается, идёт в подсобное помещение, где берёт большой гаечный ключ, идёт обратно в класс и наносит несколько ударов тому однокласснику, у которого есть план с Хэлли.Затем родители вынуждены обратиться к детскому психологу. Психолог показывает мальчику картинки и просит сообщить ему, что он на них видит. Ответы мальчика ставят её в тупик и она сообщает, что обратится за помощью к коллегам. Сара даёт ей диктофон с записью разговора Майлса во сне. Через некоторое время психолог приглашает Сару прийти к ней, когда Сара приходит, она видит, что в кабинете присутствует ещё один мужчина – специалист по реинкарнациям, которого зовут Артур. Артур спрашивает у Сары, нет ли в их семье мигрантов и знает ли окружение её сына иностранные языки. Сара отвечает, что мигрантов нет и языков не знает. Тогда Артур сообщает ей, что язык, на котором говорил Майлс во сне – редкий диалект венгерского языка, на нём разговаривает 400 тысяч человек, которые проживают на юге Венгрии, рядом с румынской границей. Далее он даёт Саре перевод, мальчик во сне сказал: «Замолчи ты, подстилка. Прекрати ныть, или я тебе глаза вырежу и посмотрю как ты умрёшь». И после пробуждения Майлс сказал Саре, что видел приятный сон. Таким образом Артур посчитал, что в Майлса вселился другой человек. Надо узнать, зачем он это сделал и тогда возможно он покинет Майлса.Дома пропадает собака. Джон и Майлс пытаются найти её, но безрезультатно. Майлс рассказывает Джону про его отца. Откуда он демонстрирует такие сведения – неизвестно. Затем Джон находит устройство слежения, вроде электронной няни, которое было спрятано за семейным фото. Он понимает, что его установил Майлс и устраивает страшный скандал, затем покидает семью на некоторое время. Ночью Сара обнаруживает убитого пса в подвале дома и решает доверится Артуру и соглашается чтобы тот устроил ребёнку сеанс гипноза. Ему удаётся ввести мальчика в гипнотический сон и поговорить с душой, которая в него вселилась. Он поприветствовал его на венгерском языке, пришелец дал понять, что ему знаком этот язык, но разговаривать он предпочитает по – английски. Артур пытался узнать имя пришельца, но тот не сказал. Затем пришелец приказал Артуру молчать по поводу результатов гипноза, сказать что ничего не получилось, иначе он сдаст его полиции, обвинив в педофилии. Артуру ничего не остаётся, как согласится, но на диване, где сидел Майлс, на кожаной обшивке ему удаётся прочитать нацарапанное имя Эдвард Скарка. Ночью он позвонил Саре, и сообщил ей, что пришелец, вселившийся в её сына очень опасен, он очень изворотливо врёт, ему не надо верить, и воспользовавшись Гуглом можно получить информацию об Эдварде Скарке. Сара вбивает в поисковик это имя и узнаёт, что в её сына вселился серийный убийца, на котором девять доказанных убийств и только одной из жертв удалось убежать, после чего его застрелила полиция как раз в то время, когда она рожала Майлса.Джон и Сара решают везти Майлса в психиатрическую клинику, так как с ним оставаться опасно. Во время сбора вещей Сара находит в комнате Майлса книгу, которую написала единственная выжившая женщина Маргарет, а также газетные вырезки про Эдварда Скарку и данные о местонахождении Маргарет. Сара понимает, что Скарка вернулся, чтобы убить Маргарет.Джон забирает из школы Майлса и везёт его в психиатрическую клинику на машине. Сара должна приехать туда несколько позже. По дороге Джон рассказывает Майлсу куда его везут. Майлс достаёт из школьного портфеля большие садовые ножницы и втыкает их в бок Джону. Машина теряет управление и врезается в дерево. Джон находится в коме, с Майлсом всё в порядке.Затем Сара везёт Майлса к Маргарет. Сара обманным способом проникает в дом Маргарет. Она решает застрелить её, полагая, что Эдвард Скарка уйдёт из её сына. Но у неё не хватает смелости, когда она наводит на неё пистолет. В это время появляется Майлс. Он убивает ножом Маргарет, и разговаривает при этом как Скарка. После убийства Майлс спокойно уходит из дома Маргарет, Сара бежит за ним и догоняет его в перелеске около дома Маргарет. Майлс говорит ей, что он Эдвард Скарка, а Майлса уже давно нет в этом теле. Сара решает застрелить его, наводит на него пистолет, но в это время в её убивает местный житель из охотничьего ружья.В конце фильма Майсла – Эвдарда Скарку передают в приёмную семью.|tags;Фильмы по алфавиту;Фильмы 2019 года;Серия фильмов «Омен»;Фильмы США 2019 года;Фильмы ужасов 2019 года;Фильмы на английском языке
